Year,Month,Day,Location,Count_males,Count_females,Total,Weekly_average_prep_(inch),Weekly_average_temp_(F),Weekly_average_RH,Weekly_avg_wind_speed_(mph),Weekly_avg_soil_temp_(F),Region,Location_original
2010,6,4,West Lindsay,0,0,0,0,72.26,52.29,4.4,70.03,SSJV,West Lindsay
2010,6,4,Strathmore,0,0,0,0,70.2,50.14,3.23,73.46,SSJV,Strathmore
2010,6,4,Porterville,0,0,0,0,72.26,52.29,4.4,70.03,SSJV,Porterville
2010,6,4,Terra Bella,0,0,0,0,72.26,52.29,4.4,70.03,SSJV,Terra Bella
2010,6,4,City of Visalia,0,0,0,0,72.26,52.29,4.4,70.03,SSJV,City of Visalia
2010,6,11,Woodlake,0,1,1,0,74.09,48.71,5.96,72.37,SSJV,Woodlake
2010,6,11,Ivanhoe,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,Ivanhoe
2010,6,11,Exeter,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,Exeter
2010,6,11,South Exeter,0,0,0,0,72.87,47,3.8,78.07,SSJV,South Exeter
2010,6,11,Tonyville,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,Tonyville
2010,6,11,West Lindsay,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,West Lindsay
2010,6,11,Strathmore,0,0,0,0,72.87,47,3.8,78.07,SSJV,Strathmore
2010,6,11,Porterville,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,Porterville
2010,6,11,Terra Bella,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,Terra Bella
2010,6,11,City of Visalia,0,0,0,0,74.09,48.71,5.96,72.37,SSJV,City of Visalia
2010,6,18,Woodlake,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,Woodlake
2010,6,18,Ivanhoe,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,Ivanhoe
2010,6,18,Exeter,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,Exeter
2010,6,18,South Exeter,0,0,0,0,72.74,36.14,3.37,76.91,SSJV,South Exeter
2010,6,18,Tonyville,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,Tonyville
2010,6,18,West Lindsay,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,West Lindsay
2010,6,18,Strathmore,0,1,1,0,72.74,36.14,3.37,76.91,SSJV,Strathmore
2010,6,18,Porterville,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,Porterville
2010,6,18,Terra Bella,0,1,1,0,73.69,41.43,3.91,71.9,SSJV,Terra Bella
2010,6,18,City of Visalia,0,0,0,0,73.69,41.43,3.91,71.9,SSJV,City of Visalia
2010,6,25,Woodlake,1,0,1,0,73.11,46,4.19,73.5,SSJV,Woodlake
2010,6,25,Ivanhoe,0,0,0,0,73.11,46,4.19,73.5,SSJV,Ivanhoe
2010,6,25,Exeter,0,0,0,0,73.11,46,4.19,73.5,SSJV,Exeter
2010,6,25,South Exeter,0,0,0,0,73.77,42,3.07,76.83,SSJV,South Exeter
2010,6,25,Tonyville,0,0,0,0,73.11,46,4.19,73.5,SSJV,Tonyville
2010,6,25,West Lindsay,0,0,0,0,73.11,46,4.19,73.5,SSJV,West Lindsay
2010,6,25,Strathmore,1,0,1,0,73.77,42,3.07,76.83,SSJV,Strathmore
2010,6,25,Porterville,0,0,0,0,73.11,46,4.19,73.5,SSJV,Porterville
2010,6,25,Terra Bella,0,0,0,0,73.11,46,4.19,73.5,SSJV,Terra Bella
2010,6,25,City of Visalia,0,0,0,0,73.11,46,4.19,73.5,SSJV,City of Visalia
2010,7,2,Woodlake,0,0,0,0,79.71,47,4.44,78.57,SSJV,Woodlake
2010,7,2,Ivanhoe,0,0,0,0,79.71,47,4.44,78.57,SSJV,Ivanhoe
2010,7,2,Exeter,0,0,0,0,79.71,47,4.44,78.57,SSJV,Exeter
2010,7,2,South Exeter,0,0,0,0,80.29,43.29,2.96,81.26,SSJV,South Exeter
2010,7,2,Tonyville,0,0,0,0,79.71,47,4.44,78.57,SSJV,Tonyville
2010,7,2,West Lindsay,0,0,0,0,79.71,47,4.44,78.57,SSJV,West Lindsay
2010,7,2,Strathmore,0,0,0,0,80.29,43.29,2.96,81.26,SSJV,Strathmore
2010,7,2,Porterville,0,0,0,0,79.71,47,4.44,78.57,SSJV,Porterville
2010,7,2,Terra Bella,0,0,0,0,79.71,47,4.44,78.57,SSJV,Terra Bella
2010,7,2,City of Visalia,0,0,0,0,79.71,47,4.44,78.57,SSJV,City of Visalia
2010,7,9,Woodlake,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Woodlake
2010,7,9,Ivanhoe,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Ivanhoe
2010,7,9,Exeter,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Exeter
2010,7,9,South Exeter,0,0,0,0,79.01,43.43,3.04,80.51,SSJV,South Exeter
2010,7,9,Tonyville,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Tonyville
2010,7,9,West Lindsay,0,1,1,0,78.39,47.86,4.01,78.14,SSJV,West Lindsay
2010,7,9,Strathmore,0,0,0,0,79.01,43.43,3.04,80.51,SSJV,Strathmore
2010,7,9,Porterville,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Porterville
2010,7,9,Terra Bella,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,Terra Bella
2010,7,9,City of Visalia,0,0,0,0,78.39,47.86,4.01,78.14,SSJV,City of Visalia
2010,7,16,Woodlake,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Woodlake
2010,7,16,Ivanhoe,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Ivanhoe
2010,7,16,Exeter,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Exeter
2010,7,16,South Exeter,0,0,0,0,82.74,44.71,3.24,81.94,SSJV,South Exeter
2010,7,16,Tonyville,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Tonyville
2010,7,16,West Lindsay,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,West Lindsay
2010,7,16,Strathmore,0,0,0,0,82.74,44.71,3.24,81.94,SSJV,Strathmore
2010,7,16,Porterville,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Porterville
2010,7,16,Terra Bella,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,Terra Bella
2010,7,16,City of Visalia,0,0,0,0,82.26,51.71,3.67,81.13,SSJV,City of Visalia
2010,7,23,Woodlake,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,Woodlake
2010,7,23,Ivanhoe,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,Ivanhoe
2010,7,23,Exeter,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,Exeter
2010,7,23,South Exeter,0,0,0,0,82.97,41.29,2.81,83.51,SSJV,South Exeter
2010,7,23,Tonyville,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,Tonyville
2010,7,23,West Lindsay,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,West Lindsay
2010,7,23,Strathmore,0,0,0,0,82.97,41.29,2.81,83.51,SSJV,Strathmore
2010,7,23,Porterville,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,Porterville
2010,7,23,Terra Bella,0,1,1,0,81.83,47.29,3.76,82.79,SSJV,Terra Bella
2010,7,23,City of Visalia,0,0,0,0,81.83,47.29,3.76,82.79,SSJV,City of Visalia
2010,7,30,Woodlake,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Woodlake
2010,7,30,Ivanhoe,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Ivanhoe
2010,7,30,Exeter,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Exeter
2010,7,30,South Exeter,0,0,0,0,79.01,44.14,3.14,81.71,SSJV,South Exeter
2010,7,30,Tonyville,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Tonyville
2010,7,30,West Lindsay,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,West Lindsay
2010,7,30,Strathmore,0,0,0,0,79.01,44.14,3.14,81.71,SSJV,Strathmore
2010,7,30,Porterville,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Porterville
2010,7,30,Terra Bella,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,Terra Bella
2010,7,30,City of Visalia,0,0,0,0,78.29,52.14,3.67,80.23,SSJV,City of Visalia
2010,8,6,Woodlake,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,Woodlake
2010,8,6,Ivanhoe,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,Ivanhoe
2010,8,6,Exeter,1,0,1,0,77.37,49.86,3.83,80.8,SSJV,Exeter
2010,8,6,South Exeter,0,0,0,0,79.07,42.43,3,80.61,SSJV,South Exeter
2010,8,6,Tonyville,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,Tonyville
2010,8,6,West Lindsay,1,0,1,0,77.37,49.86,3.83,80.8,SSJV,West Lindsay
2010,8,6,Strathmore,0,0,0,0,79.07,42.43,3,80.61,SSJV,Strathmore
2010,8,6,Porterville,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,Porterville
2010,8,6,Terra Bella,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,Terra Bella
2010,8,6,City of Visalia,0,0,0,0,77.37,49.86,3.83,80.8,SSJV,City of Visalia
2010,8,13,Woodlake,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,Woodlake
2010,8,13,Ivanhoe,0,1,1,0,75.69,54.86,3.8,77.8,SSJV,Ivanhoe
2010,8,13,Exeter,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,Exeter
2010,8,13,South Exeter,0,0,0,0,77.36,43.14,3.3,79.1,SSJV,South Exeter
2010,8,13,Tonyville,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,Tonyville
2010,8,13,West Lindsay,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,West Lindsay
2010,8,13,Strathmore,0,0,0,0,77.36,43.14,3.3,79.1,SSJV,Strathmore
2010,8,13,Porterville,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,Porterville
2010,8,13,Terra Bella,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,Terra Bella
2010,8,13,City of Visalia,0,0,0,0,75.69,54.86,3.8,77.8,SSJV,City of Visalia
2010,8,20,Woodlake,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Woodlake
2010,8,20,Ivanhoe,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Ivanhoe
2010,8,20,Exeter,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Exeter
2010,8,20,South Exeter,0,0,0,0,79.03,46.71,2.96,79.43,SSJV,South Exeter
2010,8,20,Tonyville,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Tonyville
2010,8,20,West Lindsay,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,West Lindsay
2010,8,20,Strathmore,0,0,0,0,79.03,46.71,2.96,79.43,SSJV,Strathmore
2010,8,20,Porterville,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Porterville
2010,8,20,Terra Bella,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,Terra Bella
2010,8,20,City of Visalia,0,0,0,0,78.53,52.14,3.21,80.49,SSJV,City of Visalia
2010,8,27,Woodlake,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Woodlake
2010,8,27,Ivanhoe,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Ivanhoe
2010,8,27,Exeter,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Exeter
2010,8,27,South Exeter,0,0,0,0,80.71,39.14,3.13,79.04,SSJV,South Exeter
2010,8,27,Tonyville,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Tonyville
2010,8,27,West Lindsay,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,West Lindsay
2010,8,27,Strathmore,0,0,0,0,80.71,39.14,3.13,79.04,SSJV,Strathmore
2010,8,27,Porterville,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Porterville
2010,8,27,Terra Bella,0,0,0,0,79.27,46.86,3.56,78.59,SSJV,Terra Bella
2010,8,27,City of Visalia,1,0,1,0,79.27,46.86,3.56,78.59,SSJV,City of Visalia
2010,9,3,Woodlake,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Woodlake
2010,9,3,Ivanhoe,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Ivanhoe
2010,9,3,Exeter,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Exeter
2010,9,3,South Exeter,0,0,0,0,72.53,47.43,2.87,75.31,SSJV,South Exeter
2010,9,3,Tonyville,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Tonyville
2010,9,3,West Lindsay,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,West Lindsay
2010,9,3,Strathmore,0,0,0,0,72.53,47.43,2.87,75.31,SSJV,Strathmore
2010,9,3,Porterville,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Porterville
2010,9,3,Terra Bella,0,0,0,0,71.79,53.29,3.71,76.01,SSJV,Terra Bella
2010,9,3,City of Visalia,0,1,1,0,71.79,53.29,3.71,76.01,SSJV,City of Visalia
2010,9,10,Woodlake,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Woodlake
2010,9,10,Ivanhoe,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Ivanhoe
2010,9,10,Exeter,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Exeter
2010,9,10,South Exeter,0,0,0,0,72.83,47.57,3.16,75.1,SSJV,South Exeter
2010,9,10,Tonyville,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Tonyville
2010,9,10,West Lindsay,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,West Lindsay
2010,9,10,Strathmore,0,0,0,0,72.83,47.57,3.16,75.1,SSJV,Strathmore
2010,9,10,Porterville,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Porterville
2010,9,10,Terra Bella,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,Terra Bella
2010,9,10,City of Visalia,0,0,0,0,71.1,56.14,3.79,74.74,SSJV,City of Visalia
2010,9,17,Woodlake,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Woodlake
2010,9,17,Ivanhoe,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Ivanhoe
2010,9,17,Exeter,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Exeter
2010,9,17,South Exeter,0,0,0,0,71.83,46.71,2.73,72.9,SSJV,South Exeter
2010,9,17,Tonyville,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Tonyville
2010,9,17,West Lindsay,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,West Lindsay
2010,9,17,Strathmore,0,0,0,0,71.83,46.71,2.73,72.9,SSJV,Strathmore
2010,9,17,Porterville,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Porterville
2010,9,17,Terra Bella,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,Terra Bella
2010,9,17,City of Visalia,0,0,0,0,70.43,55.43,3.04,74.44,SSJV,City of Visalia
2010,9,24,Woodlake,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Woodlake
2010,9,24,Ivanhoe,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Ivanhoe
2010,9,24,Exeter,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Exeter
2010,9,24,South Exeter,0,0,0,0,68.77,57.71,2.73,72.03,SSJV,South Exeter
2010,9,24,Tonyville,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Tonyville
2010,9,24,West Lindsay,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,West Lindsay
2010,9,24,Strathmore,0,0,0,0,68.77,57.71,2.73,72.03,SSJV,Strathmore
2010,9,24,Porterville,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Porterville
2010,9,24,Terra Bella,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,Terra Bella
2010,9,24,City of Visalia,0,0,0,0,68.39,61.71,3.46,71.87,SSJV,City of Visalia
2010,10,1,Woodlake,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,Woodlake
2010,10,1,Ivanhoe,1,0,1,0,77.44,56.86,2.5,75.6,SSJV,Ivanhoe
2010,10,1,Exeter,0,1,1,0,77.44,56.86,2.5,75.6,SSJV,Exeter
2010,10,1,South Exeter,0,0,0,0,78.66,45.43,2.51,74.49,SSJV,South Exeter
2010,10,1,Tonyville,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,Tonyville
2010,10,1,West Lindsay,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,West Lindsay
2010,10,1,Strathmore,0,0,0,0,78.66,45.43,2.51,74.49,SSJV,Strathmore
2010,10,1,Porterville,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,Porterville
2010,10,1,Terra Bella,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,Terra Bella
2010,10,1,City of Visalia,0,0,0,0,77.44,56.86,2.5,75.6,SSJV,City of Visalia
2010,10,8,Woodlake,1,0,1,0.06,65.89,74.14,3.1,71.41,SSJV,Woodlake
2010,10,8,Ivanhoe,4,1,5,0.06,65.89,74.14,3.1,71.41,SSJV,Ivanhoe
2010,10,8,Exeter,0,1,1,0.06,65.89,74.14,3.1,71.41,SSJV,Exeter
2010,10,8,South Exeter,0,0,0,0,66.53,64.57,3.34,71.63,SSJV,South Exeter
2010,10,8,Tonyville,1,0,1,0.06,65.89,74.14,3.1,71.41,SSJV,Tonyville
2010,10,8,West Lindsay,0,0,0,0.06,65.89,74.14,3.1,71.41,SSJV,West Lindsay
2010,10,8,Strathmore,2,0,2,0,66.53,64.57,3.34,71.63,SSJV,Strathmore
2010,10,8,Porterville,0,0,0,0.06,65.89,74.14,3.1,71.41,SSJV,Porterville
2010,10,8,Terra Bella,0,2,2,0.06,65.89,74.14,3.1,71.41,SSJV,Terra Bella
2010,10,8,City of Visalia,0,0,0,0.06,65.89,74.14,3.1,71.41,SSJV,City of Visalia
2010,10,15,Woodlake,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,Woodlake
2010,10,15,Ivanhoe,1,0,1,0,69.94,67.57,2.3,70.9,SSJV,Ivanhoe
2010,10,15,Exeter,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,Exeter
2010,10,15,South Exeter,0,0,0,0,70.76,58.43,2.17,70.49,SSJV,South Exeter
2010,10,15,Tonyville,1,0,1,0,69.94,67.57,2.3,70.9,SSJV,Tonyville
2010,10,15,West Lindsay,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,West Lindsay
2010,10,15,Strathmore,0,0,0,0,70.76,58.43,2.17,70.49,SSJV,Strathmore
2010,10,15,Porterville,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,Porterville
2010,10,15,Terra Bella,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,Terra Bella
2010,10,15,City of Visalia,0,0,0,0,69.94,67.57,2.3,70.9,SSJV,City of Visalia
2010,10,22,Woodlake,1,0,1,0,63.11,70.71,2.49,68.17,SSJV,Woodlake
2010,10,22,Ivanhoe,1,0,1,0,63.11,70.71,2.49,68.17,SSJV,Ivanhoe
2010,10,22,Exeter,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,Exeter
2010,10,22,South Exeter,0,0,0,0,63.14,68.57,2.71,68.17,SSJV,South Exeter
2010,10,22,Tonyville,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,Tonyville
2010,10,22,West Lindsay,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,West Lindsay
2010,10,22,Strathmore,0,0,0,0,63.14,68.57,2.71,68.17,SSJV,Strathmore
2010,10,22,Porterville,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,Porterville
2010,10,22,Terra Bella,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,Terra Bella
2010,10,22,City of Visalia,0,0,0,0,63.11,70.71,2.49,68.17,SSJV,City of Visalia
2010,10,29,Woodlake,4,1,5,0.02,58.64,68.43,2.51,64.16,SSJV,Woodlake
2010,10,29,Ivanhoe,6,2,8,0.02,58.64,68.43,2.51,64.16,SSJV,Ivanhoe
2010,10,29,Exeter,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,Exeter
2010,10,29,South Exeter,0,0,0,0,59.61,59.14,3,65.06,SSJV,South Exeter
2010,10,29,Tonyville,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,Tonyville
2010,10,29,West Lindsay,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,West Lindsay
2010,10,29,Strathmore,0,0,0,0,59.61,59.14,3,65.06,SSJV,Strathmore
2010,10,29,Porterville,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,Porterville
2010,10,29,Terra Bella,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,Terra Bella
2010,10,29,City of Visalia,0,0,0,0.02,58.64,68.43,2.51,64.16,SSJV,City of Visalia
2010,11,3,Woodlake,1,1,2,0.03,58.23,72.71,2.01,62.11,SSJV,Woodlake
2010,11,3,Ivanhoe,5,1,6,0.03,58.23,72.71,2.01,62.11,SSJV,Ivanhoe
2010,11,3,Exeter,0,0,0,0.03,58.23,72.71,2.01,62.11,SSJV,Exeter
2010,11,3,South Exeter,0,0,0,0,58.73,64.29,2.39,62.67,SSJV,South Exeter
2010,11,3,Tonyville,0,0,0,0.03,58.23,72.71,2.01,62.11,SSJV,Tonyville
2010,11,3,West Lindsay,1,1,2,0.03,58.23,72.71,2.01,62.11,SSJV,West Lindsay
2010,11,3,Strathmore,0,0,0,0,58.73,64.29,2.39,62.67,SSJV,Strathmore
2010,11,3,Porterville,0,0,0,0.03,58.23,72.71,2.01,62.11,SSJV,Porterville
2010,11,3,Terra Bella,0,0,0,0.03,58.23,72.71,2.01,62.11,SSJV,Terra Bella
2010,11,3,City of Visalia,0,0,0,0.03,58.23,72.71,2.01,62.11,SSJV,City of Visalia
2010,11,10,Woodlake,0,0,0,0.05,57.4,77.14,1.94,61.76,SSJV,Woodlake
2010,11,10,Ivanhoe,1,2,3,0.05,57.4,77.14,1.94,61.76,SSJV,Ivanhoe
2010,11,10,Exeter,0,0,0,0.05,57.4,77.14,1.94,61.76,SSJV,Exeter
2010,11,10,South Exeter,0,0,0,0,57.67,69.86,2.81,62.29,SSJV,South Exeter
2010,11,10,Tonyville,2,0,2,0.05,57.4,77.14,1.94,61.76,SSJV,Tonyville
2010,11,10,West Lindsay,0,0,0,0.05,57.4,77.14,1.94,61.76,SSJV,West Lindsay
2010,11,10,Strathmore,3,0,3,0,57.67,69.86,2.81,62.29,SSJV,Strathmore
2010,11,10,Porterville,0,0,0,0.05,57.4,77.14,1.94,61.76,SSJV,Porterville
2010,11,10,Terra Bella,3,0,3,0.05,57.4,77.14,1.94,61.76,SSJV,Terra Bella
2010,11,10,City of Visalia,0,0,0,0.05,57.4,77.14,1.94,61.76,SSJV,City of Visalia
2010,11,17,Woodlake,0,0,0,0,51.34,78.57,1.66,56.83,SSJV,Woodlake
2010,11,17,Ivanhoe,1,0,1,0,51.34,78.57,1.66,56.83,SSJV,Ivanhoe
2010,11,17,Exeter,0,0,0,0,51.34,78.57,1.66,56.83,SSJV,Exeter
2010,11,17,South Exeter,0,0,0,0,51.63,73.71,1.96,57.06,SSJV,South Exeter
2010,11,17,Tonyville,1,0,1,0,51.34,78.57,1.66,56.83,SSJV,Tonyville
2010,11,17,West Lindsay,0,0,0,0,51.34,78.57,1.66,56.83,SSJV,West Lindsay
2010,11,17,Strathmore,1,0,1,0,51.63,73.71,1.96,57.06,SSJV,Strathmore
2010,11,17,Porterville,0,0,0,0,51.34,78.57,1.66,56.83,SSJV,Porterville
2010,11,17,Terra Bella,0,1,1,0,51.34,78.57,1.66,56.83,SSJV,Terra Bella
2010,11,17,City of Visalia,0,0,0,0,51.34,78.57,1.66,56.83,SSJV,City of Visalia
2010,11,24,Woodlake,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,Woodlake
2010,11,24,Ivanhoe,0,1,1,0.16,47.97,82.86,2.4,54.44,SSJV,Ivanhoe
2010,11,24,Exeter,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,Exeter
2010,11,24,South Exeter,0,0,0,0,47.64,78.14,2.56,54.9,SSJV,South Exeter
2010,11,24,Tonyville,1,2,3,0.16,47.97,82.86,2.4,54.44,SSJV,Tonyville
2010,11,24,West Lindsay,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,West Lindsay
2010,11,24,Strathmore,0,0,0,0,47.64,78.14,2.56,54.9,SSJV,Strathmore
2010,11,24,Porterville,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,Porterville
2010,11,24,Terra Bella,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,Terra Bella
2010,11,24,City of Visalia,0,0,0,0.16,47.97,82.86,2.4,54.44,SSJV,City of Visalia
2011,4,1,Woodlake,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Woodlake
2011,4,1,Ivanhoe,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Ivanhoe
2011,4,1,Exeter,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Exeter
2011,4,1,South Exeter,0,0,0,0,59.26,71.29,3.16,60.51,SSJV,South Exeter
2011,4,1,Tonyville,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Tonyville
2011,4,1,West Lindsay,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,West Lindsay
2011,4,1,Strathmore,0,0,0,0,59.26,71.29,3.16,60.51,SSJV,Strathmore
2011,4,1,Porterville,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Porterville
2011,4,1,Terra Bella,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,Terra Bella
2011,4,1,City of Visalia,0,0,0,0.01,58.66,76.29,3.69,59.27,SSJV,City of Visalia
2011,4,8,Woodlake,0,3,3,0.07,57.87,67.14,4.87,62.97,SSJV,Woodlake
2011,4,8,Ivanhoe,0,2,2,0.07,57.87,67.14,4.87,62.97,SSJV,Ivanhoe
2011,4,8,Exeter,0,0,0,0.07,57.87,67.14,4.87,62.97,SSJV,Exeter
2011,4,8,South Exeter,0,0,0,0.08,58.56,62.29,3.7,65.57,SSJV,South Exeter
2011,4,8,Tonyville,1,1,2,0.07,57.87,67.14,4.87,62.97,SSJV,Tonyville
2011,4,8,West Lindsay,0,0,0,0.07,57.87,67.14,4.87,62.97,SSJV,West Lindsay
2011,4,8,Strathmore,0,0,0,0.08,58.56,62.29,3.7,65.57,SSJV,Strathmore
2011,4,8,Porterville,0,0,0,0.07,57.87,67.14,4.87,62.97,SSJV,Porterville
2011,4,8,Terra Bella,4,0,4,0.07,57.87,67.14,4.87,62.97,SSJV,Terra Bella
2011,4,8,City of Visalia,0,0,0,0.07,57.87,67.14,4.87,62.97,SSJV,City of Visalia
2011,4,15,Woodlake,0,1,1,0,54.13,64.86,4.29,59.67,SSJV,Woodlake
2011,4,15,Ivanhoe,0,0,0,0,54.13,64.86,4.29,59.67,SSJV,Ivanhoe
2011,4,15,Exeter,0,0,0,0,54.13,64.86,4.29,59.67,SSJV,Exeter
2011,4,15,South Exeter,0,1,1,0,55.14,60,3.14,61.7,SSJV,South Exeter
2011,4,15,Tonyville,2,0,2,0,54.13,64.86,4.29,59.67,SSJV,Tonyville
2011,4,15,West Lindsay,0,0,0,0,54.13,64.86,4.29,59.67,SSJV,West Lindsay
2011,4,15,Strathmore,1,0,1,0,55.14,60,3.14,61.7,SSJV,Strathmore
2011,4,15,Porterville,1,0,1,0,54.13,64.86,4.29,59.67,SSJV,Porterville
2011,4,15,Terra Bella,1,0,1,0,54.13,64.86,4.29,59.67,SSJV,Terra Bella
